date,open,high,low,close,volume
2017-01-02,100.28321785018407,100.44838872777434,99.18063402523343,100.28919101658636,1012780
2017-01-03,99.56906376205201,100.01733858948282,98.4457025520957,99.50302540435415,1896251
2017-01-04,100.10152439299902,101.29407071080334,99.88665090218264,100.14725565026892,1217745
2017-01-05,100.88704400613595,101.71366880165085,100.35847603974926,100.9490745264352,1756894
2017-01-06,99.44417356697322,99.93007944072215,98.52780208387216,99.43039936861281,1927324
2017-01-09,98.1606013367863,98.53752946192297,97.75863099653819,98.44425604566283,940062
2017-01-10,98.6598898693046,99.39028311632487,97.7880850022397,98.58934399891805,1196563
2017-01-11,98.3844140144273,98.53807166152195,98.06691344864336,98.3844971144682,1489125
2017-01-12,98.42141094110666,99.08469810573486,98.00030440262071,98.41555125065487,1838619
2017-01-13,97.93113674416699,98.82695504511875,96.77368765612495,97.79021112800062,1024676
2017-01-16,98.23633363861087,99.05413540974004,97.90421094543123,98.52493517386766,1024115
2017-01-17,98.89086398770517,99.57563225926592,97.74474587137503,99.1845246488819,1242060
2017-01-18,99.32237447062359,99.4261582759341,98.88228984843529,99.28159894528197,1045493
2017-01-19,100.22498416103811,100.30472609909972,100.14775346796225,100.22605410249884,1120509
2017-01-20,100.6725814807864,101.22077444754954,100.30153405926323,100.64688981071177,955817
2017-01-23,99.93305181036676,101.06824486495174,99.68633141228244,100.00237251624861,1794717
2017-01-24,100.44295470269584,100.77509162634897,99.70793844534514,100.34295988157369,1756050
2017-01-25,99.76035271182323,100.46881465510818,99.4420444284454,99.62098710859135,973341
2017-01-26,100.44157034205033,101.28221776513399,99.59591024928717,100.36870532768218,1444094
2017-01-27,100.33451287237553,100.49418609819381,99.27484603728637,100.37378338115084,1575415
2017-01-30,99.95355321710498,100.49723909564806,99.48687336153382,100.27056201628275,1553063
2017-01-31,99.88583714940658,100.31631345612846,99.52750856820619,99.77071627821208,1980673
2017-02-01,100.98136175702271,101.81002203204172,100.28255068447692,100.79664253555644,1569518
2017-02-02,100.81480114144645,101.37421277365114,99.75671867132277,100.71742374738186,1624465
2017-02-03,100.28557374536265,101.3161349856595,99.55327762976857,100.41807173992797,839441
2017-02-06,100.28190814211477,101.33259934497244,100.0140412417053,100.18065639516524,895080
2017-02-07,100.78338954040782,101.7127415137224,99.9813377429309,100.65346659308882,1542718
2017-02-08,101.22974545073698,102.43547704399839,100.39945623637388,100.99359975440565,1889419
2017-02-09,101.24000426449835,102.30334017892592,100.80854053112876,101.37322539773128,1278843
2017-02-10,101.734434567832,102.81723057334347,101.55468540210997,101.7690036539949,1571695
2017-02-13,103.69034814463633,104.73473942987951,102.35385756594216,103.57425093022891,1052086
2017-02-14,103.29340666767024,104.21251721212879,103.02377074760085,103.28451231082492,1347573
2017-02-15,102.73594917915013,103.90876686662114,102.45686253048197,102.90842281108571,1701543
2017-02-16,102.35027951870943,103.50160318925609,102.06427317813935,102.28666494316967,1591630
2017-02-17,102.92749037121555,103.54144099949352,102.11247557535111,102.83822756604253,937030
2017-02-20,103.83165247246829,104.64572385781713,103.23634532601139,103.81795428054377,1854853
2017-02-21,103.80422458887207,104.47083526400702,103.42034961930273,103.77004508218282,1912561
2017-02-22,103.08129616634308,104.18211455709576,102.52070205061096,103.1213133048554,1372552
2017-02-23,102.71675082644082,103.27764955556862,101.64441153652184,102.48948874791827,1208901
2017-02-24,102.93142965952684,104.09385010767073,102.54651180260255,103.07068209612771,1437585
2017-02-27,103.64065242221609,104.73746922516958,102.49798039842862,103.73203839208331,1761639
2017-02-28,104.2323698753859,105.43747224112579,103.81133432473234,104.23065233452408,1342936
2017-03-01,103.86061287321633,104.20985332804254,103.43560540441425,103.72386011628949,836162
2017-03-02,103.72994936832492,104.86384595924682,102.53938573775615,103.96345750623507,887109
2017-03-03,103.90277172381712,105.0656532741144,102.88229615647882,104.10738908413238,1773888
2017-03-06,104.0177116355135,105.51220812511065,103.55524028880473,104.33662621196298,1744484
2017-03-07,105.11898871195177,106.2678738543416,104.04414624688295,105.11383363125006,1726441
2017-03-08,105.17270304653671,106.09693417521805,104.49261807994395,105.34942235432399,951694
2017-03-09,105.90971374484155,106.72961933548699,105.43442762291104,105.9708403923389,1004811
2017-03-10,106.1811049722814,106.43847195083505,104.998613537616,106.07587057137687,1273484
2017-03-13,106.2669979773448,107.61516419874403,105.29466575650633,106.36935870903599,1077025
2017-03-14,106.99314019201589,107.36041563220397,106.5361722746076,106.9560346799478,1264187
2017-03-15,105.71655519013791,106.69841287625546,104.92613334102202,105.76404397159465,1470170
2017-03-16,105.64779853460159,106.6674733228078,105.04028548101057,105.54139471127056,1136048
2017-03-17,105.26728634816213,105.85404391828573,105.13844787326249,105.19231661502239,948178
2017-03-20,104.59448225544953,105.00980075065269,103.38527789010742,104.70315371567698,1283008
2017-03-21,104.49352327216906,104.79935099277412,103.78080070603868,104.5199644850827,1667102
2017-03-22,105.99077077388785,107.08774387922838,105.04389126041205,105.82508941630067,1541610
2017-03-23,105.20395279675365,105.87449118836109,104.36399333261215,105.14191220222169,1185756
2017-03-24,105.78508835465533,106.17010852775635,105.06232477125606,106.00722045188374,1173664
2017-03-27,104.73959215189035,105.655615710101,104.23535031928124,104.63668959654933,1500424
2017-03-28,104.23384973320258,104.75627366599193,103.01711493054358,104.40370578567786,1007014
2017-03-29,104.80837926913856,105.91709886317419,103.78678012864937,104.58678397018393,1800376
2017-03-30,105.28720940386253,105.71468342736902,104.26205029754192,105.12572071093625,1843241
2017-03-31,105.81915163255847,106.11577483574895,105.16706593620131,105.77315847898087,830499
